essay_id    pred    true
2    0.610454984009    0.7
4    0.600158169866    0.8
6    0.633551880717    0.6
8    0.657682269812    0.8
14    0.698487356305    0.4
40    0.708947375417    0.5
44    0.661873519421    0.6
47    0.599212229252    0.6
49    0.723565593362    0.4
50    0.645238652825    0.3
53    0.689222306013    0.6
64    0.603375725448    0.5
70    0.608453579247    1.0
72    0.67438736558    0.8
78    0.677134379745    0.8
79    0.641269356012    0.8
88    0.635748013854    0.7
89    0.617623999715    0.4
90    0.706021204591    0.5
98    0.574934214354    0.9
99    0.572257682681    0.6
104    0.720429167151    0.8
108    0.656678274274    0.6
109    0.698936447501    0.6
112    0.640815258026    0.7
115    0.626580819488    0.7
116    0.705407172441    0.2
119    0.603270307183    0.8
126    0.63854765892    0.6
134    0.651702880859    0.8
137    0.671070918441    0.5
138    0.702977538109    0.8
143    0.688734009862    0.5
147    0.617757797241    1.0
156    0.738038152456    0.6
166    0.652970805764    0.8
167    0.72544939816    0.6
172    0.703748181462    0.6
191    0.702105045319    0.6
192    0.675197511911    0.9
196    0.650665506721    0.6
200    0.681685000658    0.6
206    0.636854767799    0.8
211    0.64911095798    0.4
216    0.643575906754    0.6
219    0.674533560872    0.7
223    0.684783488512    0.6
227    0.603607796133    0.7
228    0.661192789674    0.6
230    0.635875105858    0.7
235    0.602910466492    0.5
246    0.672035902739    0.9
247    0.622943677008    0.6
253    0.635487645864    0.4
255    0.660097509623    0.6
263    0.636568382382    0.8
267    0.668588086963    0.8
278    0.635749414563    0.6
279    0.720613837242    0.8
280    0.76186466217    0.8
281    0.717543244362    0.5
285    0.663638040423    0.9
286    0.691025435925    0.2
296    0.71200054884    0.8
300    0.631529286504    0.6
315    0.651831284165    0.8
320    0.7091435045    0.6
321    0.613026596606    1.0
326    0.666625097394    0.8
340    0.623086802661    0.7
341    0.685176298022    0.6
342    0.762671560049    0.7
343    0.605043619871    0.7
347    0.651528000832    0.5
350    0.685266152024    0.6
354    0.688256010413    0.6
369    0.63990996778    0.6
371    0.706132888794    0.6
377    0.632397934794    0.8
381    0.626379340887    0.8
389    0.671533569694    0.6
393    0.665061473846    0.6
398    0.592818163335    0.8
399    0.721273317933    0.6
400    0.687170907855    0.6
403    0.667857974768    0.6
405    0.749073028564    0.7
420    0.689574345946    0.6
421    0.744411706924    0.4
422    0.568401813507    0.5
423    0.731369540095    0.7
426    0.682009220123    0.7
431    0.629160240293    0.9
439    0.643761575222    0.8
440    0.619849652052    0.6
441    0.633676797152    0.6
451    0.662442103028    0.6
452    0.705111652613    0.5
453    0.698466032743    0.7
468    0.635943382978    0.6
470    0.713985383511    0.6
477    0.631766170263    0.4
480    0.654698595405    0.6
481    0.66953997314    0.8
484    0.670147016644    0.5
487    0.662793323398    0.6
488    0.680944934487    0.6
497    0.64772336185    0.7
501    0.639652729034    0.6
504    0.671685680747    0.8
518    0.714810118079    0.6
523    0.649194434285    0.8
524    0.590712621808    0.6
526    0.604986593127    0.5
529    0.60129828006    0.5
532    0.743110403419    0.6
533    0.634602427483    0.6
534    0.630040213466    0.9
542    0.652177661657    0.8
553    0.619098626077    0.6
554    0.766257971525    0.6
557    0.624664075673    0.8
558    0.675683051348    0.8
561    0.697309926152    0.6
565    0.626497879624    0.7
566    0.736186102033    0.6
578    0.702260822058    0.7
586    0.689660713077    0.6
590    0.607676915824    0.4
595    0.647969678044    0.6
600    0.634934410453    0.4
604    0.677385002375    0.7
615    0.769992917776    0.7
625    0.690505191684    0.9
637    0.698650255799    0.6
640    0.733331993222    0.5
649    0.649919047952    0.6
654    0.668456479907    0.8
655    0.70027475059    0.5
657    0.678844302893    0.7
659    0.630020454526    0.8
663    0.688252359629    0.6
665    0.648750573397    0.5
681    0.638503775001    0.6
686    0.618414141238    0.7
688    0.666482508183    0.7
690    0.640299648046    0.7
703    0.697813346982    0.6
705    0.658826336265    0.6
708    0.648653671145    0.7
712    0.71261548996    0.7
722    0.655665427446    0.8
731    0.665637969971    0.6
739    0.654981136322    0.7
752    0.614961214364    0.5
758    0.622992038727    0.6
759    0.647595122457    0.8
760    0.634815990925    0.7
762    0.608773343265    0.8
765    0.711586460471    0.5
770    0.689097940922    0.6
771    0.629991725087    0.7
772    0.683408454061    0.8
774    0.654594257474    0.6
776    0.668562337756    0.5
779    0.68440528214    0.6
781    0.668477088213    0.8
784    0.621892131865    0.8
787    0.713690280914    0.6
790    0.63195797801    0.7
791    0.658352524042    0.6
795    0.5943595469    0.6
806    0.708393007517    0.4
808    0.66252592206    0.5
825    0.608440861106    0.4
826    0.621305838227    0.8
830    0.700723111629    0.8
837    0.600794091821    0.6
838    0.628402501345    0.3
845    0.634617328644    0.8
846    0.665340200067    0.6
854    0.651900425553    0.6
858    0.569570913911    0.7
868    0.66186837852    1.0
900    0.682165935636    0.8
908    0.671971052885    0.8
911    0.693681120872    0.6
915    0.631329149008    0.8
928    0.629560217261    0.8
944    0.659635558724    0.6
946    0.581169337034    0.6
947    0.605533137918    0.8
951    0.625737145543    0.5
967    0.720616474748    0.9
970    0.599302314222    0.9
973    0.690826028585    0.4
975    0.637346595526    0.6
978    0.676262199879    0.6
984    0.685522973537    0.6
999    0.646291077137    1.0
1004    0.711645051837    0.4
1006    0.668899863958    0.6
1007    0.624403499067    0.8
1011    0.61910353601    0.6
1023    0.622004441917    0.6
1025    0.731947809458    0.6
1026    0.661184087396    0.8
1028    0.673405468464    0.8
1032    0.648485422134    0.6
1037    0.654102176428    0.6
1043    0.649697706103    0.7
1050    0.688307181001    0.9
1051    0.73157081008    0.5
1053    0.720056340098    0.7
1059    0.719478964806    0.6
1060    0.742181569338    0.6
1061    0.592076420784    0.6
1062    0.687361359596    0.8
1064    0.704600065947    0.7
1071    0.660237759352    0.6
1082    0.57971740514    0.7
1084    0.68499930203    0.7
1100    0.582869060338    0.7
1101    0.721048817039    0.6
1103    0.642348140478    0.4
1106    0.665196701884    0.7
1110    0.735156610608    0.6
1120    0.730106636882    0.6
1130    0.62198010087    0.4
1135    0.725337937474    0.9
1136    0.720210149884    0.6
1142    0.625800982118    0.6
1146    0.632560580969    0.6
1151    0.62800219655    0.8
1153    0.658886998892    0.7
1155    0.635838881135    0.6
1167    0.671370714903    0.8
1175    0.689207136631    0.7
1181    0.663497284055    0.8
1185    0.603671215475    0.6
1190    0.59427151829    0.7
1194    0.630825892091    0.8
1202    0.620026022196    0.6
1212    0.660440087318    0.7
1213    0.647682353854    0.6
1220    0.639070942998    0.8
1223    0.769091546535    0.7
1242    0.625412374735    0.6
1246    0.806474030018    0.5
1247    0.638161689043    0.6
1248    0.688517585397    0.6
1249    0.665293589234    0.8
1257    0.644722998142    0.7
1258    0.605355076492    1.0
1259    0.673701137304    0.8
1267    0.667873740196    0.6
1270    0.695830702782    0.8
1274    0.6140127033    0.4
1278    0.702396273613    0.6
1280    0.610684491694    0.4
1288    0.669270604849    0.8
1289    0.669543966651    0.5
1302    0.672252908349    0.8
1308    0.641964480281    0.7
1311    0.682829126716    0.8
1318    0.629414349794    0.6
1328    0.636139348149    0.6
1334    0.654004007578    0.6
1335    0.731889009476    0.5
1350    0.668882638216    0.8
1352    0.667622625828    0.6
1361    0.651188850403    0.8
1371    0.610242702067    1.0
1375    0.657013118267    0.8
1380    0.595042489469    1.0
1385    0.671119868755    0.7
1391    0.674840599298    0.6
1394    0.65151925385    0.4
1397    0.594759851694    0.5
1400    0.617833964527    0.7
1407    0.701985448599    0.8
1410    0.597067832947    0.5
1411    0.653145834804    0.9
1414    0.723624035716    0.6
1415    0.675536796451    1.0
1418    0.621450603008    0.6
1422    0.586406245828    0.6
1433    0.687050759792    0.6
1438    0.651375174522    0.7
1442    0.677954345942    0.4
1444    0.684246957302    0.8
1446    0.718653097749    0.8
1447    0.645382657647    1.0
1453    0.698774442077    0.7
1457    0.716883853078    0.5
1462    0.638505205512    0.5
1465    0.657608956099    0.6
1471    0.689431846142    0.6
1474    0.640821829438    0.2
1482    0.652054801583    0.5
1487    0.62910169363    0.6
1489    0.624603666365    0.7
1495    0.73253120482    0.6
1498    0.638970434666    0.6
1500    0.750276297331    0.6
1504    0.621755950153    0.6
1505    0.676109373569    0.7
1508    0.574783109128    0.6
1517    0.630724772811    0.6
1522    0.609482325613    0.8
1529    0.674354091287    0.6
1532    0.651962250471    0.4
1543    0.693138197064    0.6
1545    0.640085011721    0.6
1555    0.594282329082    0.0
1556    0.678439244628    0.6
1568    0.626225113869    0.5
1571    0.672680109739    0.5
1573    0.747040659189    0.8
1585    0.740007787943    0.7
1595    0.712826356292    0.6
1596    0.723221510649    0.7
1601    0.637130513787    0.6
1612    0.559429522604    0.6
1615    0.701480835676    0.7
1618    0.664889648557    0.6
1619    0.576821289957    0.7
1622    0.629967719316    0.8
1626    0.628589123487    0.6
1632    0.620718739927    0.6
1634    0.625510632992    0.6
1642    0.70164193213    0.6
1644    0.665619283915    0.6
1646    0.593422010541    0.6
1647    0.63071551919    0.4
1655    0.682474806905    0.6
1658    0.713207140565    0.7
1664    0.69220277667    0.6
1666    0.660317003727    0.7
1681    0.622573547065    0.4
1694    0.689129114151    0.8
1698    0.622868925333    0.6
1699    0.684819683433    0.6
1713    0.69234880805    0.6
1716    0.726419061422    0.5
1728    0.689770683646    0.7
1746    0.644399553537    0.8
1747    0.723964244127    0.6
1751    0.686759337783    0.6
1766    0.670452147722    0.6
1776    0.671071574092    0.7
1781    0.702980265021    0.8
1783    0.568763010204    0.6
2980    0.771511435509    0.2
2987    0.651671111584    0.6
2991    0.684139147401    0.4
2995    0.698933124542    0.4
2999    0.682861983776    0.4
3003    0.590307690203    0.6
3004    0.662762895226    0.6
3005    0.694501847029    0.2
3007    0.732679918408    0.4
3009    0.730624467134    0.4
3012    0.696693584323    0.4
3018    0.680121138692    0.4
3019    0.699086800218    0.6
3020    0.624381907284    0.6
3021    0.631653562188    0.6
3037    0.685429900885    0.6
3052    0.683479771018    0.6
3053    0.637291461229    0.4
3055    0.612532190979    0.4
3061    0.713083207607    0.4
3062    0.642904490232    0.4
3070    0.703970357776    0.4
3080    0.603394620121    0.6
3095    0.640535309911    0.2
3107    0.680990830064    0.4
3112    0.654057189822    0.4
3121    0.617382653058    0.6
3125    0.659788370132    0.6
3127    0.594100877643    0.4
3134    0.734773918986    0.6
3144    0.638155162334    0.6
3153    0.72219195962    0.6
3156    0.717144787312    0.6
3157    0.636374354362    0.6
3160    0.581826388836    0.4
3161    0.653961867094    0.4
3166    0.675803437829    0.6
3172    0.669773861766    0.6
3182    0.644581109285    0.2
3183    0.652350082994    0.4
3186    0.599456377327    0.2
3196    0.62198625505    0.6
3203    0.619456611574    0.6
3204    0.626301854849    0.4
3211    0.708906918764    0.4
3220    0.658531054854    0.4
3223    0.681486308575    0.4
3224    0.629765927792    0.4
3225    0.688405275345    0.6
3226    0.693430513144    0.6
3231    0.575132280588    0.6
3232    0.701715499163    0.4
3236    0.600012294948    0.6
3245    0.733422338963    0.2
3248    0.577411949635    0.6
3250    0.720073163509    0.2
3251    0.697786286473    0.4
3263    0.656867176294    0.6
3264    0.661539182067    0.2
3270    0.682837828994    0.4
3271    0.63882702589    0.6
3275    0.636316940188    0.4
3276    0.683999836445    0.4
3279    0.699912235141    0.6
3280    0.666396200657    0.4
3281    0.665701702237    0.6
3282    0.682018771768    0.6
3289    0.672910824418    0.4
3290    0.593422345817    0.6
3309    0.662648037076    0.6
3311    0.630025476217    0.6
3316    0.671364039183    0.4
3318    0.601749241352    0.4
3324    0.636217013001    0.4
3328    0.647827804089    0.4
3334    0.70867215097    0.6
3345    0.75444868207    0.4
3350    0.683183163404    0.4
3361    0.72195109725    0.6
3375    0.701514855027    0.4
3377    0.632188022137    0.2
3393    0.721621155739    0.4
3401    0.684098079801    0.4
3407    0.687552958727    0.6
3408    0.609435930848    0.4
3411    0.655676096678    0.6
3412    0.655769556761    0.6
3413    0.660227492452    0.4
3415    0.729458495975    0.4
3417    0.601758003235    0.4
3425    0.703778728843    0.6
3429    0.620138697326    0.2
3431    0.689986243844    0.4
3432    0.679549053311    0.6
3433    0.634913608432    0.4
3434    0.701973602176    0.2
3435    0.665162011981    0.2
3436    0.673293426633    0.6
3438    0.709935501218    0.4
3443    0.593693979084    0.6
3446    0.671300441027    0.6
3447    0.648580208421    0.6
3463    0.646949142218    0.4
3465    0.759778946638    0.4
3468    0.680655792356    0.6
3470    0.684151694179    0.6
3471    0.641472101212    0.4
3477    0.684229597449    0.4
3479    0.669152379036    0.4
3503    0.726111486554    0.4
3504    0.69015212357    0.6
3515    0.679416432977    0.4
3517    0.70746935904    0.2
3522    0.708835944533    0.4
3523    0.736262738705    0.6
3524    0.666665449739    0.6
3525    0.671904534101    0.4
3526    0.641474545002    0.4
3545    0.640211820602    0.6
3553    0.67062522471    0.4
3557    0.728043705225    0.4
3560    0.624181598425    0.4
3561    0.7373200804    0.4
3567    0.716520294547    0.6
3573    0.65247580409    0.6
3574    0.650144219398    0.6
3582    0.678080260754    0.4
3585    0.604824587703    0.4
3587    0.676462069154    0.4
3602    0.691030934453    0.4
3603    0.622181750834    0.2
3608    0.721478521824    0.6
3618    0.547511808574    0.6
3622    0.664795830846    0.8
3642    0.663077220321    0.4
3644    0.658306926489    0.6
3654    0.663719445467    0.6
3658    0.703312829137    0.8
3661    0.705385237932    0.6
3662    0.594354405999    0.6
3670    0.647245064378    0.0
3674    0.670932874084    0.6
3676    0.666084989905    0.6
3684    0.616510480642    0.4
3685    0.624015979469    0.2
3686    0.630806699395    0.4
3688    0.638383060694    0.6
3700    0.70128326118    0.6
3706    0.708005025983    0.4
3722    0.653445854783    0.8
3723    0.660978108644    0.8
3728    0.637707307935    0.6
3733    0.700656726956    0.4
3734    0.634274840355    0.2
3737    0.713818863034    0.6
3743    0.664678633213    0.4
3745    0.633349299431    0.2
3751    0.692315205932    0.6
3755    0.675961866975    0.6
3767    0.686669275165    0.6
3786    0.666297018528    0.6
3794    0.714004784822    0.4
3797    0.615033395588    0.4
3805    0.731645599008    0.4
3814    0.630794718862    0.4
3825    0.688283935189    0.6
3831    0.763719648123    0.4
3845    0.660832285881    0.2
3846    0.552244585007    0.6
3848    0.638001814485    0.6
3849    0.649991586804    0.6
3850    0.637283727527    0.4
3851    0.69420735538    0.4
3852    0.627059683204    0.4
3856    0.652277722955    0.6
3859    0.633264884353    0.4
3866    0.730316147208    0.6
3867    0.681433364749    0.4
3868    0.601593136787    0.6
3880    0.722427099943    0.4
3884    0.584772624075    0.4
3891    0.626663967967    0.4
3902    0.631158486009    0.6
3908    0.716571256518    0.8
3910    0.543119266629    0.4
3911    0.582715675235    0.4
3917    0.699822366238    0.4
3919    0.606188721955    0.6
3923    0.691124975681    0.6
3924    0.722191542387    0.4
3928    0.643094807863    0.4
3930    0.610459126532    0.4
3931    0.604401811957    0.6
3932    0.64282515645    0.6
3938    0.586726926267    0.4
3944    0.626167416573    0.6
3951    0.623535551131    0.8
3954    0.731696143746    0.6
3955    0.715831398964    0.6
3958    0.555758796632    0.4
3967    0.667605757713    0.4
3968    0.65504078567    0.4
3971    0.719112604856    0.4
3974    0.72381696105    0.2
3976    0.697633177042    0.6
